TITLE	n-GaN
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/11/21
TIME	17:01:56
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  300.0000
NPOINTS	    2201
FIRSTY	    83.45750
MAXY	    86.04787
MINY	     0.00617
XYDATA
2190.0000	73.7538
2189.0000	73.6412
2188.0000	73.4811
2187.0000	73.3798
2186.0000	73.2161
2185.0000	73.1131
2184.0000	72.9737
2183.0000	72.8704
2182.0000	72.7499
2181.0000	72.6503
2180.0000	72.5773
2179.0000	72.4975
2178.0000	72.4181
2177.0000	72.4208
2176.0000	72.3235
2175.0000	72.3197
2174.0000	72.2251
2173.0000	72.1953
2172.0000	72.1271
2171.0000	72.0781
2170.0000	72.1121
2169.0000	72.0637
2168.0000	71.9979
2167.0000	71.9873
2166.0000	71.9945
2165.0000	72.0226
2164.0000	72.0261
2163.0000	72.0309
2162.0000	72.0756
2161.0000	72.1321
2160.0000	72.2154
2159.0000	72.2991
2158.0000	72.322
2157.0000	72.3467
2156.0000	72.4502
2155.0000	72.5886
2154.0000	72.6083
2153.0000	72.6849
2152.0000	72.7868
2151.0000	72.955
2150.0000	73.062
2149.0000	73.1453
2148.0000	73.3044
2147.0000	73.4208
2146.0000	73.599
2145.0000	73.6891
2144.0000	73.9237
2143.0000	74.0635
2142.0000	74.2517
2141.0000	74.3828
2140.0000	74.5118
2139.0000	74.7259
2138.0000	74.8603
2137.0000	75.0174
2136.0000	75.2156
2135.0000	75.4143
2134.0000	75.6335
2133.0000	75.8269
2132.0000	76.0333
2131.0000	76.2542
2130.0000	76.4824
2129.0000	76.7026
2128.0000	76.9931
2127.0000	77.2351
2126.0000	77.4833
2125.0000	77.7288
2124.0000	77.931
2123.0000	78.1381
2122.0000	78.3763
2121.0000	78.7044
2120.0000	78.936
2119.0000	79.2311
2118.0000	79.5342
2117.0000	79.7986
2116.0000	80.0858
2115.0000	80.2649
2114.0000	80.4466
2113.0000	80.6629
2112.0000	80.9054
2111.0000	81.1525
2110.0000	81.395
2109.0000	81.6661
2108.0000	81.9397
2107.0000	82.2308
2106.0000	82.4656
2105.0000	82.6858
2104.0000	82.8878
2103.0000	83.1376
2102.0000	83.33
2101.0000	83.5726
2100.0000	83.7606
2099.0000	83.9276
2098.0000	84.1569
2097.0000	84.335
2096.0000	84.5102
2095.0000	84.7155
2094.0000	84.8528
2093.0000	85.0134
2092.0000	85.177
2091.0000	85.3
2090.0000	85.4697
2089.0000	85.4938
2088.0000	85.5873
2087.0000	85.7289
2086.0000	85.7893
2085.0000	85.797
2084.0000	85.9035
2083.0000	85.9439
2082.0000	85.9606
2081.0000	85.9666
2080.0000	85.9627
2079.0000	86.0352
2078.0000	86.0479
2077.0000	85.9492
2076.0000	85.9903
2075.0000	85.9481
2074.0000	85.9159
2073.0000	85.8963
2072.0000	85.7531
2071.0000	85.7048
2070.0000	85.611
2069.0000	85.4927
2068.0000	85.3188
2067.0000	85.2206
2066.0000	85.0123
2065.0000	84.9499
2064.0000	84.8163
2063.0000	84.6425
2062.0000	84.4749
2061.0000	84.3326
2060.0000	84.1249
2059.0000	84.0135
2058.0000	83.7242
2057.0000	83.5382
2056.0000	83.3039
2055.0000	83.0529
2054.0000	82.8534
2053.0000	82.6171
2052.0000	82.3467
2051.0000	82.1082
2050.0000	81.8857
2049.0000	81.6888
2048.0000	81.4757
2047.0000	81.1889
2046.0000	80.93
2045.0000	80.7426
2044.0000	80.3926
2043.0000	80.1433
2042.0000	79.8289
2041.0000	79.4833
2040.0000	79.2689
2039.0000	78.9688
2038.0000	78.6906
2037.0000	78.484
2036.0000	78.1605
2035.0000	77.9441
2034.0000	77.7191
2033.0000	77.3351
2032.0000	77.2284
2031.0000	76.925
2030.0000	76.6348
2029.0000	76.4864
2028.0000	76.1984
2027.0000	76.0846
2026.0000	75.8004
2025.0000	75.5289
2024.0000	75.3821
2023.0000	75.0979
2022.0000	74.8659
2021.0000	74.6538
2020.0000	74.4248
2019.0000	74.2629
2018.0000	74.118
2017.0000	73.8539
2016.0000	73.7758
2015.0000	73.5419
2014.0000	73.397
2013.0000	73.2675
2012.0000	72.993
2011.0000	72.9621
2010.0000	72.804
2009.0000	72.618
2008.0000	72.6125
2007.0000	72.4341
2006.0000	72.4556
2005.0000	72.4273
2004.0000	72.3197
2003.0000	72.369
2002.0000	72.375
2001.0000	72.3629
2000.0000	72.424
1999.0000	72.3471
1998.0000	72.3622
1997.0000	72.4192
1996.0000	72.3554
1995.0000	72.4604
1994.0000	72.3271
1993.0000	72.4223
1992.0000	72.4931
1991.0000	72.4318
1990.0000	72.6306
1989.0000	72.6004
1988.0000	72.7382
1987.0000	72.882
1986.0000	72.9006
1985.0000	73.0959
1984.0000	73.2122
1983.0000	73.285
1982.0000	73.5092
1981.0000	73.5889
1980.0000	73.8476
1979.0000	74.0521
1978.0000	74.0303
1977.0000	74.3106
1976.0000	74.4423
1975.0000	74.6727
1974.0000	74.8845
1973.0000	75.0084
1972.0000	75.3691
1971.0000	75.5268
1970.0000	75.7908
1969.0000	76.1566
1968.0000	76.2655
1967.0000	76.7045
1966.0000	76.8707
1965.0000	77.1285
1964.0000	77.4777
1963.0000	77.5862
1962.0000	77.9304
1961.0000	78.0973
1960.0000	78.416
1959.0000	78.7588
1958.0000	78.9627
1957.0000	79.3654
1956.0000	79.5905
1955.0000	79.9272
1954.0000	80.2129
1953.0000	80.4239
1952.0000	80.8123
1951.0000	81.0565
1950.0000	81.3612
1949.0000	81.6915
1948.0000	81.9483
1947.0000	82.3562
1946.0000	82.4692
1945.0000	82.7555
1944.0000	83.0237
1943.0000	83.1614
1942.0000	83.4034
1941.0000	83.5019
1940.0000	83.7067
1939.0000	83.9226
1938.0000	83.9858
1937.0000	84.1861
1936.0000	84.2831
1935.0000	84.4827
1934.0000	84.6436
1933.0000	84.7722
1932.0000	84.9477
1931.0000	84.9945
1930.0000	85.2043
1929.0000	85.2355
1928.0000	85.2776
1927.0000	85.3266
1926.0000	85.3985
1925.0000	85.5799
1924.0000	85.5924
1923.0000	85.7503
1922.0000	85.7979
1921.0000	85.8225
1920.0000	85.8245
1919.0000	85.7309
1918.0000	85.7565
1917.0000	85.6701
1916.0000	85.6054
1915.0000	85.5968
1914.0000	85.4771
1913.0000	85.4026
1912.0000	85.1021
1911.0000	84.7873
1910.0000	84.4688
1909.0000	84.1189
1908.0000	83.6772
1907.0000	83.1414
1906.0000	82.7348
1905.0000	82.3817
1904.0000	82.2247
1903.0000	81.9227
1902.0000	81.8911
1901.0000	81.9025
1900.0000	81.6285
1899.0000	81.586
1898.0000	81.3822
1897.0000	81.2095
1896.0000	80.9178
1895.0000	80.6473
1894.0000	80.5157
1893.0000	80.2405
1892.0000	80.0416
1891.0000	79.6247
1890.0000	79.2603
1889.0000	78.7714
1888.0000	78.223
1887.0000	77.8088
1886.0000	77.3211
1885.0000	77.0391
1884.0000	76.7508
1883.0000	76.5525
1882.0000	76.2597
1881.0000	75.9679
1880.0000	75.7764
1879.0000	75.3635
1878.0000	75.2131
1877.0000	74.9834
1876.0000	74.9345
1875.0000	74.9036
1874.0000	74.7866
1873.0000	74.6434
1872.0000	74.2006
1871.0000	73.9285
1870.0000	73.5294
1869.0000	73.267
1868.0000	73.08
1867.0000	73.0375
