TITLE	p-GaN
727.0000	78.8805
726.0000	80.1569
725.0000	81.3152
724.0000	82.4725
723.0000	83.0274
722.0000	83.5414
721.0000	83.2216
720.0000	82.9963
719.0000	82.1556
718.0000	81.1728
717.0000	80.0862
716.0000	78.865
715.0000	77.7005
714.0000	76.7048
713.0000	76.156
712.0000	75.9658
711.0000	76.19
710.0000	76.8903
709.0000	77.9405
708.0000	79.0775
707.0000	80.3976
706.0000	81.5039
705.0000	82.4598
704.0000	83.0817
703.0000	83.2992
702.0000	83.1758
701.0000	82.586
700.0000	81.659
699.0000	80.5218
698.0000	79.2632
697.0000	78.0698
696.0000	76.9714
695.0000	76.1936
694.0000	75.7708
693.0000	75.8847
692.0000	76.4555
691.0000	77.4101
690.0000	78.4887
689.0000	79.802
688.0000	81.113
687.0000	82.2736
686.0000	83.0563
685.0000	83.4272
684.0000	83.1713
683.0000	82.6064
682.0000	81.7425
681.0000	80.4321
680.0000	79.1234
679.0000	77.8525
678.0000	76.8274
677.0000	76.3639
676.0000	76.1835
675.0000	76.3827
674.0000	77.0643
673.0000	78.0261
672.0000	79.4242
671.0000	80.7353
670.0000	81.7887
669.0000	82.6314
668.0000	82.9407
667.0000	82.8985
666.0000	82.2637
665.0000	81.4258
664.0000	79.9577
663.0000	78.7358
662.0000	77.6517
661.0000	76.8607
660.0000	76.5867
659.0000	76.6879
658.0000	77.2425
657.0000	78.2667
656.0000	79.3705
655.0000	80.6337
654.0000	81.7228
653.0000	82.4918
652.0000	82.7964
651.0000	82.7371
650.0000	82.1292
649.0000	81.1108
648.0000	79.7287
647.0000	78.4578
646.0000	77.4132
645.0000	76.715
644.0000	76.5194
643.0000	76.814
642.0000	77.6258
641.0000	78.7859
640.0000	80.1189
639.0000	81.3296
638.0000	82.1804
637.0000	82.779
636.0000	82.7886
635.0000	82.1705
634.0000	81.2415
633.0000	80.045
632.0000	78.8493
631.0000	77.7468
630.0000	77.0901
629.0000	76.8542
628.0000	77.2275
627.0000	78.0207
626.0000	79.0935
625.0000	80.3662
624.0000	81.3808
623.0000	82.1458
622.0000	82.3861
621.0000	82.134
620.0000	81.3743
619.0000	80.3072
618.0000	79.0023
617.0000	77.9462
616.0000	77.2473
615.0000	76.8566
614.0000	77.1576
613.0000	78.0036
612.0000	79.1311
611.0000	80.2183
610.0000	81.3209
609.0000	82.1342
608.0000	82.2577
607.0000	81.6797
606.0000	80.7425
605.0000	79.6552
604.0000	78.371
603.0000	77.4256
602.0000	77.0431
601.0000	77.1831
600.0000	78.1117
599.0000	79.1601
598.0000	80.3234
597.0000	81.3491
596.0000	81.862
595.0000	81.7677
594.0000	81.4588
593.0000	80.459
592.0000	79.3897
591.0000	78.3718
590.0000	77.6768
589.0000	77.3971
588.0000	77.7479
587.0000	78.4544
586.0000	79.5376
585.0000	80.6705
584.0000	81.4758
583.0000	81.8479
582.0000	81.7642
581.0000	80.979
580.0000	80.0087
579.0000	78.8497
578.0000	77.9284
577.0000	77.5479
576.0000	77.832
575.0000	78.5025
574.0000	79.4082
573.0000	80.356
572.0000	81.1173
571.0000	81.524
570.0000	81.2082
569.0000	80.3356
568.0000	79.3234
567.0000	78.4051
566.0000	77.7646
565.0000	77.6708
564.0000	77.8767
563.0000	78.629
562.0000	79.4875
561.0000	80.317
560.0000	80.9146
559.0000	80.7871
558.0000	80.3142
557.0000	79.4572
556.0000	78.6458
555.0000	78.0022
554.0000	77.768
553.0000	78.214
552.0000	79.0275
551.0000	79.8444
550.0000	80.6658
549.0000	81.0312
548.0000	80.762
547.0000	80.011
546.0000	78.9457
545.0000	78.1073
544.0000	77.8743
543.0000	77.8649
542.0000	78.3214
541.0000	79.2135
540.0000	79.9981
539.0000	80.5504
538.0000	80.4239
537.0000	79.8541
536.0000	79.148
535.0000	78.4815
534.0000	78.099
533.0000	78.0899
532.0000	78.7499
531.0000	79.3767
530.0000	80.1465
529.0000	80.5627
528.0000	80.4238
527.0000	79.8094
526.0000	78.9876
525.0000	78.3915
524.0000	78.0365
523.0000	78.1907
522.0000	78.5686
521.0000	79.2716
520.0000	79.7971
519.0000	79.9803
518.0000	79.5583
517.0000	78.9555
516.0000	78.3656
515.0000	78.1308
514.0000	78.284
513.0000	78.7016
512.0000	79.1958
511.0000	79.706
510.0000	79.7884
509.0000	79.3788
508.0000	78.7035
507.0000	78.2466
506.0000	78.1067
505.0000	78.2304
504.0000	78.6282
503.0000	79.2085
502.0000	79.5195
501.0000	79.4296
500.0000	79.0223
499.0000	78.51
498.0000	78.2213
497.0000	78.1037
496.0000	78.3705
495.0000	78.675
494.0000	78.9736
493.0000	78.9171
492.0000	78.7853
491.0000	78.3203
490.0000	78.0852
489.0000	77.9947
488.0000	78.2474
487.0000	78.7154
486.0000	78.8883
485.0000	78.8548
484.0000	78.6982
483.0000	78.2895
482.0000	78.154
481.0000	78.1477
480.0000	78.296
479.0000	78.6133
478.0000	78.7182
477.0000	78.759
476.0000	78.5428
475.0000	78.3823
474.0000	78.4762
473.0000	78.5734
472.0000	78.6563
471.0000	78.569
470.0000	78.3838
469.0000	78.3333
468.0000	77.972
467.0000	77.825
466.0000	77.9335
465.0000	78.1621
464.0000	78.2418
463.0000	78.203
462.0000	78.1768
461.0000	77.9399
460.0000	77.9257
459.0000	77.8098
458.0000	77.854
457.0000	77.854
456.0000	77.9129
455.0000	77.874
454.0000	77.7008
453.0000	77.5576
452.0000	77.6766
451.0000	77.635
450.0000	77.5647
449.0000	77.5299
448.0000	77.7309
447.0000	77.7224
446.0000	77.5604
445.0000	77.3681
444.0000	77.3865
443.0000	77.4069
442.0000	77.4203
441.0000	77.3287
440.0000	77.1121
439.0000	77.1054
438.0000	77.0378
437.0000	77.198
436.0000	77.3423
435.0000	77.1398
434.0000	77.1088
433.0000	77.0522
432.0000	77.116
431.0000	77.0784
430.0000	76.999
429.0000	76.741
428.0000	76.6265
427.0000	76.7201
426.0000	76.8864
425.0000	76.9866
424.0000	77.0082
423.0000	76.8973
422.0000	76.6308
421.0000	76.5863
420.0000	76.3906
419.0000	76.0336
418.0000	75.8337
417.0000	75.8119
416.0000	75.7603
415.0000	75.7614
414.0000	75.6751
413.0000	75.5017
412.0000	75.5794
411.0000	75.7994
410.0000	75.8571
409.0000	75.7262
408.0000	75.5874
407.0000	75.3383
406.0000	75.3168
405.0000	75.1573
404.0000	74.7672
403.0000	74.5105
402.0000	74.3879
401.0000	74.3007
400.0000	74.1467
399.0000	74.2024
398.0000	74.5338
397.0000	74.5413
396.0000	74.214
395.0000	74.1834
394.0000	74.038
393.0000	73.5526
392.0000	73.1883
391.0000	72.8801
390.0000	72.847
389.0000	72.7552
388.0000	72.5995
387.0000	72.4471
386.0000	72.3154
385.0000	71.8763
384.0000	71.4079
383.0000	71.1061
382.0000	70.3457
381.0000	69.8073
380.0000	69.4346
379.0000	68.328
378.0000	67.7171
377.0000	66.5178
376.0000	65.2999
375.0000	63.5829
374.0000	61.233
373.0000	58.3334
372.0000	54.7078
371.0000	49.473
370.0000	42.7088
369.0000	34.8915
368.0000	26.6958
367.0000	19.1547
366.0000	12.5469
365.0000	7.20062
364.0000	3.48173
363.0000	1.13665
362.0000	0.292018
361.0000	0.111851
360.0000	0.0762677
359.0000	0.0475358
358.0000	0.0281869
357.0000	0.0575142
356.0000	0.0196117
355.0000	-0.00958538
354.0000	0.0568946
353.0000	0.0570796
352.0000	0.0938406
351.0000	0.0700642
350.0000	0.0785591
349.0000	0.118188
348.0000	0.096346
347.0000	0.0336602
346.0000	-0.0118049
345.0000	0.0429511
344.0000	0.0873022
343.0000	0.055077
342.0000	0.112313
341.0000	0.178792
340.0000	0.0195009
339.0000	-0.156433
338.0000	-0.0670764
337.0000	-0.050524
336.0000	0.0458838
335.0000	0.0825019
334.0000	0.0559117
333.0000	0.186571
332.0000	0.119959
331.0000	0.265822
330.0000	0.384688
329.0000	0.386062
328.0000	0.273426
327.0000	0.280956
326.0000	0.310987
325.0000	0.209397
324.0000	0.0794006
323.0000	0.0278872
322.0000	-0.027093
321.0000	-0.00404305
320.0000	-0.0584621
319.0000	-0.0653123
318.0000	0.0494173
317.0000	0.0146331
316.0000	0.067262
315.0000	-0.000486274
314.0000	0.07048
313.0000	-0.044822
312.0000	-0.0214173
311.0000	-0.0120988
310.0000	-0.0324234
309.0000	0.00756374
308.0000	-0.0408297
307.0000	-0.0383242
306.0000	-0.0226367
305.0000	0.0914378
304.0000	0.00177731
303.0000	-0.0253983
302.0000	-0.0231777
301.0000	0.0401705
300.0000	-0.0162221
299.0000	-0.0191784
298.0000	-0.0775455
297.0000	0.0316004
296.0000	0.0392371
295.0000	0.0719982
294.0000	0.19163
293.0000	0.116251
292.0000	0.218681
291.0000	0.161438
290.0000	0.18508
289.0000	0.123474
288.0000	0.0188632
287.0000	-0.0727363
286.0000	-0.149141
285.0000	-0.103466
284.0000	-0.0769057
283.0000	0.0166719
282.0000	-0.0203046
281.0000	0.126189
280.0000	0.123381
279.0000	0.113307
278.0000	0.106675
277.0000	0.0555033
276.0000	0.0326024
275.0000	0.0315383
274.0000	-0.0094858
273.0000	-0.038891
272.0000	-0.00612872
271.0000	-0.0393234
270.0000	-0.0384605
269.0000	0.0516961
268.0000	0.121102
267.0000	0.161759
266.0000	0.131049
265.0000	0.0669844
264.0000	0.0790267
263.0000	0.0964114
262.0000	0.0844626
261.0000	-0.00180656
260.0000	-0.0297176
259.0000	-0.0233127
258.0000	-0.0395468
257.0000	-0.100378
256.0000	-0.104579
255.0000	-0.158986
254.0000	-0.0790401
253.0000	-0.042332
252.0000	0.0157089
251.0000	0.0717564
250.0000	0.0727622
