TITLE	n-GaN
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	19/11/20
TIME	15:21:01
SPECTROMETER/DATA SYSTEM	
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	TRANSMITTANCE
FIRSTX	 2500.0000
LASTX	  300.0000
NPOINTS	    2201
FIRSTY	   100.74783
MAXY	   101.09960
MINY	    99.97169
XYDATA
1477.0000	100.415
1476.0000	100.389
1475.0000	100.419
1474.0000	100.396
1473.0000	100.407
1472.0000	100.412
1471.0000	100.377
1470.0000	100.362
1469.0000	100.376
1468.0000	100.377
1467.0000	100.361
1466.0000	100.363
1465.0000	100.403
1464.0000	100.422
1463.0000	100.423
1462.0000	100.436
1461.0000	100.427
1460.0000	100.412
1459.0000	100.392
1458.0000	100.387
1457.0000	100.37
1456.0000	100.401
1455.0000	100.374
1454.0000	100.381
1453.0000	100.406
1452.0000	100.392
1451.0000	100.397
1450.0000	100.355
1449.0000	100.379
1448.0000	100.362
1447.0000	100.36
1446.0000	100.352
1445.0000	100.358
1444.0000	100.364
1443.0000	100.355
1442.0000	100.373
1441.0000	100.388
1440.0000	100.408
1439.0000	100.415
1438.0000	100.435
1437.0000	100.397
1436.0000	100.42
1435.0000	100.392
1434.0000	100.411
1433.0000	100.408
1432.0000	100.398
1431.0000	100.428
1430.0000	100.417
1429.0000	100.426
1428.0000	100.452
1427.0000	100.425
1426.0000	100.425
1425.0000	100.404
1424.0000	100.374
1423.0000	100.378
1422.0000	100.388
1421.0000	100.391
1420.0000	100.379
1419.0000	100.388
1418.0000	100.378
1417.0000	100.366
1416.0000	100.364
1415.0000	100.389
1414.0000	100.387
1413.0000	100.418
1412.0000	100.402
1411.0000	100.386
1410.0000	100.372
1409.0000	100.377
1408.0000	100.329
1407.0000	100.349
1406.0000	100.356
1405.0000	100.382
1404.0000	100.39
1403.0000	100.419
1402.0000	100.407
1401.0000	100.424
1400.0000	100.416
1399.0000	100.408
1398.0000	100.409
1397.0000	100.412
1396.0000	100.428
1395.0000	100.404
1394.0000	100.409
1393.0000	100.394
1392.0000	100.398
1391.0000	100.409
1390.0000	100.391
1389.0000	100.406
1388.0000	100.409
1387.0000	100.444
1386.0000	100.406
1385.0000	100.42
1384.0000	100.436
1383.0000	100.379
1382.0000	100.436
1381.0000	100.422
1380.0000	100.41
1379.0000	100.416
1378.0000	100.426
1377.0000	100.475
1376.0000	100.432
1375.0000	100.427
1374.0000	100.429
1373.0000	100.426
1372.0000	100.371
1371.0000	100.383
1370.0000	100.388
1369.0000	100.381
1368.0000	100.395
1367.0000	100.366
1366.0000	100.368
1365.0000	100.388
